Año,NUMERO DE EXPEDIENTE,No. de oficio,Fecha de oficio,Area,Infractor,Tipo de infractor,Clave del infractor,Cve. conducta infractora,Conducta infractora,Disposiciones infringidas,Preceptos sancionadores,Fecha de comisión de la irregularidad,Tipo de sanción,Monto
2009,,06-367-III-4.1/09030,07/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ARMOUR SECURE INSURANCE, S.A. DE C.V.",S,110,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,03/02/2009,Multa,61650
2009,,06-367-III-4.1/09031,06/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ARMOUR SECURE INSURANCE, S.A. DE C.V.",S,110,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,20/04/2009,Multa,18522.4
2007,,06-367-III-4.1/09054,03/08/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0003,Exceder limites de retención por acumulacion de responsabilidades a un solo fiado.,17 y 33,"111 Fracción V, inciso a) ",01/06/2004,Multa,0
2014,,06-367-III-4.1/09114,23/10/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ZURICH, COMPAÑÍA DE SEGUROS, S.A.",S,25,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,14/11/2013,Multa,0
2010,,06-367-III-4.1/09130,09/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F07 Bis-CIF0061,No entrega de información de reaseguro en el plazo establecido.,67,111 Fracción XX,01/01/2009,Multa,185388.4
2008,,06-367-III-4.1/09139,30/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0003,Exceder limites de retención por acumulacion de responsabilidades a un solo fiado.,17 y 33,"111 Fracción V, inciso a) ",31/03/2007,Multa,260784.42
2010,,06-367-III-4.1/09143,09/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F07-CIH0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,09/06/2009,Multa,67515.5
2010,,06-367-III-4.1/09170,09/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",S,92,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,02/02/2010,Multa,74812.92
2010,,06-367-III-4.1/09195,12/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MEDI ACCESS SEGUROS DE SALUD, S.A. DE C.V.",H,702,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,05/02/2010,Multa,65217.1
2010,,06-367-III-4.1/09204,12/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"AXA SEGUROS, S.A. DE C.V.",S,48,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,02/04/2010,Multa,42520.4
2010,,06-367-III-4.1/09207,13/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CARDIF MÉXICO SEGUROS DE VIDA, S.A. DE C.V.",S,104,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,21/05/2010,Multa,19708.78
2010,,06-367-III-4.1/09213,12/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"TOKIO MARINE, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,80,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,14/04/2010,Multa,0
2007,,06-367-III-4.1/09252,10/08/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F07-CIS0108,,107,139 Fracción XVIII,20/02/2007,Multa,12794.21
2007,,06-367-III-4.1/09253,10/08/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F07 Bis-CIF088,,67,111 Fracción XXI,30/05/2007,Multa,34286
2007,,06-367-III-4.1/09260,10/08/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PRINCIPAL SEGUROS, S.A. DE C.V., PRINCIPAL GRUPO FINANCIERO",S,45,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,31/01/2007,Multa,62251.67
2010,,06-367-III-4.1/09272,13/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PLUS RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,43,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,03/06/2010,Multa,11942
2007,,06-367-III-4.1/09360,15/08/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"INTERNATIONAL HEALTH INSURANCE DANMARK MÉXICO, S.A. (EN LIQUIDACIÓN)",S,101,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,23/04/2007,Multa,10114
2009,,06-367-III-4.1/09367,10/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ISTMO MÉXICO, COMPAÑÍA DE REASEGUROS, S.A. DE C.V.",S,63,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,16/02/2009,Multa,84775.6
2014,,06-367-III-4.1/09412,28/10/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"DECO SEGUROS, S.A. DE C.V.",S,97,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2012,Multa,0
2008,,06-367-III-4.1/09420,08/08/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ASEGURADORA INTERACCIONES, S.A., GRUPO FINANCIERO INTERACCIONES",S,36,F18-CIS0012,Exceder Límites de Retención,37 y 62-VII,139 Fracción VI  Inciso a),02/07/2007,Multa,27920
2013,,06-367-III-4.1/09528,20/09/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"AXA SALUD, S.A. DE C.V.",H,705,F07-CIH0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,10/09/2012,Multa,0
2010,,06-367-III-4.1/09561,19/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"Seguros de Vida Sura México, S.A. de C.V.",S,95,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,14/05/2010,Multa,65389.48
2010,,06-367-III-4.1/09617,20/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SERVICIOS INTEGRALES DE SALUD NOVA, S.A. DE C.V.",H,711,F07-CIH0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,29/04/2010,Multa,56770.48
2010,,06-367-III-4.1/09825,23/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ARMOUR SECURE INSURANCE, S.A. DE C.V.",S,110,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,24/08/2009,Multa,62143.2
2012,,06-367-III-4.1/09869,17/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS SURA, S.A. DE C.V.",S,10,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,29/05/2012,Multa,0
2012,,06-367-III-4.1/09871,13/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PRINCIPAL SEGUROS, S.A. DE C.V., PRINCIPAL GRUPO FINANCIERO",S,45,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,03/05/2012,Multa,0
2009,,06-367-III-4.1/09906,21/07/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F08-CIH0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,37647.6
2011,,06-367-III-4.1/09934,30/08/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS VE POR MÁS, S.A., GRUPO FINANCIERO VE POR MÁS",S,16,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,12/05/2011,Multa,26739.54
2011,,06-367-III-4.1/09953,30/08/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SOLUNION MÉXICO SEGUROS DE CRÉDITO, S.A.",S,59,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,20/04/2011,Multa,22851.24
2012,,06-367-III-4.1/09997,17/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ASEGURADORA PATRIMONIAL VIDA, S.A.",S,69,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,27/03/2012,Multa,0
2012,,06-367-III-4.1/09998,17/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ASEGURADORA PATRIMONIAL DAÑOS, S.A.",S,100,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,29/03/2012,Multa,0
2012,,06-367-III-4.1/10000,17/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ASEGURADORA PATRIMONIAL DAÑOS, S.A.",S,100,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,27/03/2012,Multa,0
2012,,06-367-III-4.1/10002,17/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ASEGURADORA PATRIMONIAL VIDA, S.A.",S,69,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,30/03/2012,Multa,0
2012,,06-367-III-4.1/10026,17/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS ARGOS, S.A. DE C.V.",S,60,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/05/2012,Multa,0
2012,,06-367-III-4.1/10033,17/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"METLIFE MÉXICO, S.A.",S,34,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,10/05/2012,Multa,0
2012,,06-367-III-4.1/10035,17/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"METLIFE MÉXICO, S.A.",S,34,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,10/05/2012,Multa,0
2010,,06-367-III-4.1/10056,29/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS VE POR MÁS, S.A., GRUPO FINANCIERO VE POR MÁS",S,16,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,13/03/2010,Multa,14365
2015,,06-367-III-4.1/10088,12/08/2015,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PREVEM SEGUROS, S.A. DE C.V.",S,112,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,31/12/2012,Multa,20593.68
2010,,06-367-III-4.1/10150,30/07/2010,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"Seguros Azteca, S.A. de C.V.",S,98,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2010,Multa,33901.4
2012,,06-367-III-4.1/10176,24/09/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",S,92,F08-CIS0090,Incorrecta presentación de informacion financiera ,107,139 Fracción XXI,17/05/2012,Multa,0
2014,,06-367-III-4.1/10176,19/11/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,NEZTER SEGUROS S.A. DE C.V,S,116,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/02/2013,Multa,55628.84
2011,,06-367-III-4.1/10181,02/09/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"HSBC SEGUROS, S.A. DE C.V., GRUPO FINANCIERO HSBC",S,77,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,17/06/2011,Multa,59341.44
2011,,06-367-III-4.1/10185,02/09/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"HSBC VIDA, S.A. DE C.V.",S,85,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,17/06/2011,Multa,56051.34
2011,,06-367-III-4.1/10206,05/09/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"HSBC SEGUROS, S.A. DE C.V., GRUPO FINANCIERO HSBC",S,77,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,17/06/2011,Multa,59341.44
2011,,06-367-III-4.1/10212,05/09/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS DE VIDA SURA MÉXICO, S.A. DE C.V.",S,95,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,28/04/2011,Multa,21953.94
2011,,06-367-III-4.1/10238,05/09/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS ATLAS, S.A.",S,23,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,20/07/2011,Multa,39780.3
2007,,06-367-III-4.1/10266,06/09/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CRÉDITO AFIANZADOR, S.A., COMPAÑÍA MEXICANA DE GARANTÍAS",F,1,F19-CIF0003,Exceder limites de retención por acumulacion de responsabilidades a un solo fiado.,17 y 33,"111 Fracción V, inciso a) ",31/03/2007,Multa,177807.88
2013,,06-367-III-4.1/10360,14/10/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,25/10/2012,Multa,0
2009,,06-367-III-4.1/10408,03/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ISTMO MÉXICO, COMPAÑÍA DE REASEGUROS, S.A. DE C.V.",S,63,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,15/05/2008,Multa,60583.68
2009,,06-367-III-4.1/10410,03/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",S,92,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,70527.6
2009,,06-367-III-4.1/10411,03/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"NOVAMEDIC SEGUROS DE SALUD, S.A. DE C.V.",H,708,F08-CIH0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,13/02/2009,Multa,0
2009,,06-367-III-4.1/10412,03/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ISTMO MÉXICO, COMPAÑÍA DE REASEGUROS, S.A. DE C.V.",S,63,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,18/11/2008,Multa,70680.96
2009,,06-367-III-4.1/10414,03/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"AXA Seguros, S.A. de C.V.",S,48,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,43018
2007,,06-367-III-4.1/10430,10/09/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"WILLIS MÉXICO, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,1,F33-CIIR0001,Omitir proporcionar la información requerida en la forma y términos solicitados,26 LGISMS y Décima Tercera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,18/06/2007,Multa,10114
2011,,06-367-III-4.1/10452,08/09/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"FIANZAS Y CAUCIONES ATLAS, S.A.",F,4,F08-CIF0064,Incorrecta presentación de información de reaseguro,67,111 Fracción XXI,20/07/2011,Multa,34575.96
2014,,06-367-III-4.1/10500,28/11/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",S,92,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,12/09/2014,Multa,0
2009,,06-367-III-4.1/10509,04/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS EL POTOSÍ, S.A.",S,8,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/02/2009,Multa,23892.8
2009,,06-367-III-4.1/10510,04/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"AIG UNITED GUARANTY MÉXICO, S.A.",V,602,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,20/04/2009,Multa,21152.8
2013,,06-367-III-4.1/10530,23/10/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ISTMO MÉXICO, COMPAÑÍA DE REASEGUROS, S.A. DE C.V.",S,63,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,18/02/2011,Multa,0
2009,,06-367-III-4.1/10537,04/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS AFIRME, S.A. DE C.V., AFIRME GRUPO FINANCIERO",S,94,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/05/2009,Multa,67568.4
2009,,06-367-III-4.1/10538,04/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS AFIRME, S.A. DE C.V., AFIRME GRUPO FINANCIERO",S,94,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/05/2009,Multa,67568.4
2009,,06-367-III-4.1/10543,04/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MBIA MÉXICO, S.A. DE C.V.",G,502,F08-CIS0026,Incorrecta presentacion de Estados Financieros,105,139 Fracción XVII,28/04/2009,Multa,24934
2009,,06-367-III-4.1/10549,04/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"BENFIELD MEXICO, INTERMEDIARIO DE REASEGURO, S.A. DE C.V. (FUSIONADA)",I,4,F33-CIIR0017,Presentar extemporáneamente la póliza del seguro para cubrir responsabilidades en que puedan incurrir,26 LGISMS y Décima Octava de las Reglas para la Autorización y Operación  de Intermediarios de Reaseguro ,139 FraccIón XXI ,16/01/2009,Multa,10960
2014,,06-367-III-4.1/10676,04/12/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PATRIMONIAL INBURSA, S.A.",S,6,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/08/2014,Multa,0
2014,,06-367-III-4.1/10706,05/12/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SERVICIOS INTEGRALES DE SALUD NOVA, S.A. DE C.V.",H,711,F08-CIH0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,16/08/2013,Multa,0
2014,,06-367-III-4.1/10807,09/12/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SEGUROS INBURSA, S.A., GRUPO FINANCIERO INBURSA",S,22,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/08/2014,Multa,51207.69
2014,,06-367-III-4.1/10808,09/12/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,15/08/2014,Multa,0
2014,,06-367-III-4.1/10811,09/12/2014,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,14/08/2014,Multa,0
2012,,06-367-III-4.1/10885,26/10/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SOFIMEX, INSTITUCIÓN DE GARANTÍAS, S.A.",F,6,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,31/03/2007,Multa,18272.21
2012,,06-367-III-4.1/10887,26/10/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"SOFIMEX, INSTITUCIÓN DE GARANTÍAS, S.A.",F,6,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,30/09/2007,Multa,236398.62
2008,,06-367-III-4.1/10916,04/07/2008,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0003,Exceder limites de retención por acumulacion de responsabilidades a un solo fiado.,17 y 33,"111 Fracción V, inciso a) ",30/09/2005,Multa,285293.89
2007,,06-367-III-4.1/10947,21/09/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0003,Exceder limites de retención por acumulacion de responsabilidades a un solo fiado.,17 y 33,"111 Fracción V, inciso a) ",30/09/2005,Multa,85050.03
2011,,06-367-III-4.1/10993,23/09/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,18/10/2010,Multa,178760.14
2011,,06-367-III-4.1/10996,23/09/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,18/10/2010,Multa,38147.02
2011,,06-367-III-4.1/11040,26/09/2011,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"PLUS RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,43,F33-CIIR0001,Omitir proporcionar la información requerida en la forma y términos solicitados,26 LGISMS y Décima Tercera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,01/07/2011,Multa,11964
2012,,06-367-III-4.1/11064,19/10/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"REASEGURADORA PATRIA, S.A.",S,61,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,27/04/2012,Multa,0
2012,,06-367-III-4.1/11067,19/10/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MEDI ACCESS SEGUROS DE SALUD, S.A. DE C.V.",H,702,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,24/05/2012,Multa,31040.34
2012,,06-367-III-4.1/11068,19/10/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"MEDI ACCESS SEGUROS DE SALUD, S.A. DE C.V.",H,702,F33-CIS0126,No contar con las actas de las sesiones del Comite de Reaseguro debidamente requisitadas ,29Bis fracc. I numeral 3 LGISMS,"139, fracción XXI LGISMS",09/04/2012,Multa,12466
2007,,06-367-III-4.1/11070,21/09/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0003,Exceder limites de retención por acumulacion de responsabilidades a un solo fiado.,17 y 33,"111 Fracción V, inciso a) ",31/12/2005,Multa,191405.75
2012,,06-367-III-4.1/11074,19/10/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"HDI SEGUROS, S.A. DE C.V.",S,27,F33-CIS0126,No contar con las actas de las sesiones del Comite de Reaseguro debidamente requisitadas ,29Bis fracc. I numeral 3 LGISMS,"139, fracción XXI LGISMS",09/04/2012,Multa,0
2012,,06-367-III-4.1/11074,19/10/2012,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"HDI SEGUROS, S.A. DE C.V.",S,27,F33-CIS0126,No contar con las actas de las sesiones del Comite de Reaseguro debidamente requisitadas ,29Bis fracc. I numeral 3 LGISMS,"139, fracción XXI LGISMS",09/04/2012,Multa,12466
2013,,06-367-III-4.1/11106,23/10/2013,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"ZURICH ASEGURADORA MEXICANA, S.A. DE C.V.",S,37,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,05/07/2013,Multa,0
2007,,06-367-III-4.1/11116,21/09/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,31/03/2006,Multa,52769
2007,,06-367-III-4.1/11164,21/09/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,30/06/2006,Multa,170222
2007,,06-367-III-4.1/11170,21/09/2007,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"CHUBB FIANZAS MONTERREY, ASEGURADORA DE CAUCIÓN, S.A.",F,9,F19-CIF0002,"Exceder límites de emisión y retención por fianza, por fiado y grupo económico.",17 y 33,111 Fracción V,30/09/2006,Multa,523253.02
2009,,06-367-III-4.1/11202,18/08/2009,DIRECCIÓN DE VIGILANCIA DE REASEGURO,"LIBERTY FIANZAS, S.A. DE C.V.",F,14,F19-CIF0003,Exceder limites de retención por acumulacion de responsabilidades a un solo fiado.,17 y 33,"111 Fracción V, inciso a) ",17/04/2009,Multa,9439.68
